V2_READ_CODE	V2_TERM_CODE	V2_TERM	V3_READ_CODE	V3_TERM_ID	V3_TERM	SNOMED_CONCEPT_ID	SNOMED_DESCRIPTION_ID	SNOMED_TERM	KEY	COMMENTS	REPORT	REQUEST	BATTERY	LEVEL	TEST	RATIO	BOOLEAN	TEXT	STATUS	RELEASE_DATE
44lz3	00	Catecholamine/creatinine ratio	XaYvI	YavBK	Catecholamine/creatinine ratio	1030471000000106	2596691000000115	Catecholamine/creatinine ratio		Deleted Oct 14. Use 46gS. Ur catecholmin:creatinin ratio	T	T	T	T	T	T	F	F	D	2012-10-01
44un.	00	6-thioguanine nucleotide level	XaZZs	YavcA	6-thioguanine nucleotide level	1030071000000102	2597011000000117	6-thioguanine nucleotide level		Deleted Oct 14.  Use 44un0 RBC 6-thioguanin nucleotids lv	T	T	F	T	T	F	F	F	D	2012-10-01
44uo.	00	6-methylmercaptoprn ncleotd lv	XaZZt	YavcB	6-methylmercaptoprn ncleotd lv	1031721000000105	2597031000000113	6-methylmercaptopurine nucleotide level		Deleted Oct 14.  Use 44uo0 RBC 6-methylmercaptopurine lev	T	T	F	T	T	F	F	F	D	2012-10-01
46MS.	00	Fractional excretion phosphate	XaZmQ	YavkE	Fractional excretion phosphate	1004171000000101	2556221000000112	Fractional excretion of phosphate			T	T	F	T	T	F	F	T	C	2012-10-01
4JDV.	00	Bordetella serology	XaL1D	Yao73	Bordetella serology	998361000000106	2569311000000112	Bordetella serology			T	T	T	F	T	F	T	T	C	2012-10-01
4Q212	00	Normalisd metadrenalin product	XaZMZ	YavTK	Normalisd metadrenalin product	997771000000102	2559881000000118	Normalised metadrenaline product		Apr15: For deletion Oct15. Suitable sample types available	T	T	T	T	T	F	F	T	C	2012-10-01
4Q3P.	00	CART peptide level	XaZPy	YavVR	CART peptide level	1006411000000109	2551411000000110	CART (cocaine and amphetamine regulated transcript) peptide level		Update Apr15: For deletion Oct15, use 4Q3P0 Plasma CART peptide level	T	T	F	T	T	F	F	F	C	2012-10-01
4Q3Q.	00	Transcobalamin level	XaZhR	YaviV	Transcobalamin level	1030001000000105	2596881000000116	Transcobalamin level		Deleted Oct 14. Use 44MR. Serum transcobalamin level	T	T	T	T	T	F	T	T	D	2012-10-01
43YI0	00	Sunflower seed RAST test	XaaDZ	Yaw5t	Sunflower seed RAST test	998101000000105	2572751000000112	Sunflower seed RAST test			T	T	F	T	T	F	F	T	C	2013-04-01
43YI1	00	Sunflower pollen RAST test	XaaDa	Yaw5u	Sunflower pollen RAST test	998091000000102	2576891000000111	Sunflower pollen RAST test			T	T	F	T	T	F	F	T	C	2013-04-01
43iw.	00	Dust mix RAST test	XaZfQ	Yavhh	Dust mix RAST test	998351000000108	2571411000000112	Dust mix RAST test			T	T	F	T	T	F	F	T	C	2013-04-01
43iy.	00	Hake RAST test	XaZuu	Yavom	Hake RAST test	1000291000000104	2584271000000114	Hake RAST test			T	T	F	T	T	F	F	T	C	2013-04-01
43sJ.	00	CD22cyt percent of lymphocytes	XaZuw	Yavon	CD22cyt percent of lymphocytes	1029381000000108	2597331000000110	Cytoplasmic CD22 percentage of lymphocytes		Deleted Oct 14.  Use  43Vm. Percentage CD22 count	T	T	F	T	T	F	F	F	D	2013-04-01
43sK.	00	CD3cyt percent of lymphocytes	XaZvA	Yavp5	CD3cyt percent of lymphocytes	1030091000000103	2604671000000115	Cytoplasmic CD3 percentage of lymphocytes		Deleted Oct 14.  Use 43VG.  Percentage CD3 count	T	T	F	T	T	F	F	F	D	2013-04-01
44Cd1	00	Red cell TPMT level	XaaIf	YawAf	Red cell TPMT level	998311000000109	2576911000000114	Red blood cell thiopurine methyltransferase level			T	T	F	T	T	F	F	F	C	2013-04-01
44Lc0	00	Holotranscobalamin level	Xaa9k	Yaw31	Holotranscobalamin level	1029831000000104	2604691000000116	Holotranscobalamin level		Deleted Oct 14. Use 42T4. Se holotranscobalamin conc.	T	T	F	T	T	F	F	F	D	2013-04-01
44lz7	00	Homocystine/creatinine ratio	XaaBp	Yaw46	Homocystine/creatinine ratio	1031881000000102	2604701000000116	Homocystine/creatinine ratio		Deleted Oct 14. Use 46gC. Ur homocystine:creatinin ratio	T	T	F	F	T	T	F	F	D	2013-04-01
44lz8	00	Ornithine/creatinine ratio	XaaBq	Yaw47	Ornithine/creatinine ratio	1030401000000103	2604681000000118	Ornithine/creatinine ratio		Deleted Oct 14. Use 46gF. Ur ornithine:creatinine ratio	T	T	F	F	T	T	F	F	D	2013-04-01
44lz9	00	Lysine/creatinine ratio	XaaBs	Yaw49	Lysine/creatinine ratio	1031871000000104	2604711000000119	Lysine/creatinine ratio		Deleted Oct 14. Use 46gD. Urine lysine:creatinine ratio	T	T	F	F	T	T	F	F	D	2013-04-01
44lzA	00	Methionine/creatinine ratio	XaaBt	Yaw4A	Methionine/creatinine ratio	1030391000000101	2604721000000113	Methionine/creatinine ratio		Deleted Oct 14. Use 46gE. Ur methionine:creatinine ratio	T	T	F	F	T	T	F	F	D	2013-04-01
44lzB	00	Taurine/creatinine ratio	XaaBv	Yaw4C	Taurine/creatinine ratio	1030381000000103	2604731000000110	Taurine/creatinine ratio		Deleted Oct 14. Use 46gH. Urine taurine:creatinine ratio	T	T	F	F	T	T	F	F	D	2013-04-01
44lzC	00	Phenylalanine/creatinine ratio	XaaBw	Yaw4D	Phenylalanine/creatinine ratio	1031861000000106	2604741000000118	Phenylalanine/creatinine ratio		Deleted Oct 14. Use 46gG. Ur phenylalan:creatinine ratio	T	T	F	F	T	T	F	F	D	2013-04-01
44lzD	00	Tyrosine/creatinine ratio	XaaBx	Yaw4E	Tyrosine/creatinine ratio	1030371000000100	2604751000000115	Tyrosine/creatinine ratio		Deleted Oct 14. Use 46gL. Ur tyrosine:creatinine ratio	T	T	F	F	T	T	F	F	D	2013-04-01
44lzE	00	Tryptophan/creatinine ratio	XaaBz	Yaw4G	Tryptophan/creatinine ratio	1030361000000107	2604761000000117	Tryptophan/creatinine ratio		Deleted Oct 14. Use 46gK. Ur tryptophan:creatinine ratio	T	T	F	F	T	T	F	F	D	2013-04-01
44lzF	00	Serine/creatinine ratio	XaaC0	Yaw4H	Serine/creatinine ratio	1031851000000108	2604771000000112	Serine/creatinine ratio		Deleted Oct 14. Use 46gp. Urine serine:creatinine ratio	T	T	F	F	T	T	F	F	D	2013-04-01
44lzG	00	Threonine/creatinine ratio	XaaC1	Yaw4I	Threonine/creatinine ratio	1030351000000109	2604781000000114	Threonine/creatinine ratio		Deleted Oct 14. Use 46gJ. Ur threonine:creatinine ratio	T	T	F	F	T	T	F	F	D	2013-04-01
44lzH	00	Proline/creatinine ratio	XaaC3	Yaw4J	Proline/creatinine ratio	1030341000000106	2604791000000111	Proline/creatinine ratio		Deleted Oct 14. Use 46gn. Urine proline:creatinine ratio	T	T	F	F	T	T	F	F	D	2013-04-01
44lzJ	00	Valine/creatinine ratio	XaaC5	Yaw4K	Valine/creatinine ratio	1031841000000105	2604801000000110	Valine/creatinine ratio		Deleted Oct 14. Use 46gM. Urine valine:creatinine ratio	T	T	F	F	T	T	F	F	D	2013-04-01
44lzK	00	Glutamine/creatinine ratio	XaaC6	Yaw4L	Glutamine/creatinine ratio	1030331000000102	2604811000000112	Glutamine/creatinine ratio		Deleted Oct 14. Use 46gB. Ur glutamine:creatinine ratio	T	T	F	F	T	T	F	F	D	2013-04-01
44lzL	00	Methylmalonic acid/creat ratio	XaaC7	Yaw4M	Methylmalonic acid/creat ratio	1031921000000108	2604821000000118	Methylmalonic acid/creatinine ratio		Deleted Oct 14. Use 46g8. Ur methylmalon acd:creat ratio	T	T	F	F	T	T	F	F	D	2013-04-01
44lzM	00	Pregnanediol/creatinine ratio	XaaGP	Yaw8j	Pregnanediol/creatinine ratio	1030321000000104	2596891000000119	Pregnanediol/creatinine ratio		Deleted Oct 14. Use 46gl. Ur pregnanediol:creatnn ratio	T	T	F	F	T	T	F	F	D	2013-04-01
44lzN	00	Pregnanetriol/creatinine ratio	XaaGQ	Yaw8k	Pregnanetriol/creatinine ratio	1031901000000104	2596901000000118	Pregnanetriol/creatinine ratio		Deleted Oct 14. Use 46gm. Ur pregnanetriol:creatnn ratio	T	T	F	F	T	T	F	F	D	2013-04-01
44lzP	00	Tetrhydrcortcsteron/creat rtio	XaaGk	Yaw94	Tetrhydrcortcsteron/creat rtio	1030421000000107	2604831000000116	Tetrahydrocorticosterone/creatinine ratio		Deleted Oct 14. Use 46gs. Ur tethydcrtsteron:creat ratio	T	T	F	F	T	T	F	F	D	2013-04-01
44lzQ	00	Tetrahydrocortisone/creat rtio	XaaGl	Yaw95	Tetrahydrocortisone/creat rtio	1030431000000109	2604841000000113	Tetrahydrocortisone/creatinine ratio		Deleted Oct 14. Use 46gr. Ur tetrhydrcrtison:creat ratio	T	T	F	F	T	T	F	F	D	2013-04-01
44lzR	00	5alpha/5beta tetrhydcrtsl rtio	XaaGm	Yaw97	5alpha/5beta tetrhydcrtsl rtio	998321000000103	2576921000000115	5-alpha/5-beta tetrahydrocortisol ratio			T	T	F	F	T	T	F	F	C	2013-04-01
44lzS	00	Tetrahydrocortisol/creat ratio	XaaGn	Yaw98	Tetrahydrocortisol/creat ratio	1031891000000100	2604851000000111	Tetrahydrocortisol/creatinine ratio		Deleted Oct 14. Use 46gq. Ur tethydcortisol:creat ratio	T	T	F	F	T	T	F	F	D	2013-04-01
44lzT	00	Tetrhyd11deoxcrtisl/creat rtio	XaaGo	Yaw99	Tetrhyd11deoxcrtisl/creat rtio	1030441000000100	2604861000000114	Tetrahydro-11-deoxycortisol/creatinine ratio		Deleted Oct 14. Use 46gt. Ur tethyd11deoxcortsl:crea rat	T	T	F	F	T	T	F	F	D	2013-04-01
4Q1G.	00	Salicyl/paracetml/ibuprfn scrn	XaaDY	Yaw5s	Salicyl/paracetml/ibuprfn scrn	1005931000000100	2573561000000112	Salicylate/paracetamol/ibuprofen screen			T	T	T	T	T	F	F	F	C	2013-04-01
4Q1H.	00	Phenolphthalein level	XaaFE	Yaw7M	Phenolphthalein level	997791000000103	2569241000000118	Phenolphthalein level			T	T	F	T	T	F	T	T	C	2013-04-01
4Q1J.	00	Emodin level	XaaFG	Yaw7N	Emodin level	1006381000000107	2551401000000113	Emodin level			T	T	F	T	T	F	T	T	C	2013-04-01
4Q1J0	00	Aloe emodin level	XaaFN	Yaw7S	Aloe emodin level	1004291000000107	2585551000000118	Aloe emodin level			T	T	F	T	T	F	T	T	C	2013-04-01
4Q1K.	00	Bisacodyl level	XaaFJ	Yaw7P	Bisacodyl level	1006351000000101	2573611000000114	Bisacodyl level			T	T	F	T	T	F	F	F	C	2013-04-01
4Q1L.	00	Dantron level	XaaFL	Yaw7R	Dantron level	1006361000000103	2551391000000110	Dantron level			T	T	T	T	T	T	T	T	C	2013-04-01
4Q1M.	00	Diphenhydramine level	XaaDi	Yaw62	Diphenhydramine level	1006371000000105	2577991000000115	Diphenhydramine level			T	T	F	T	T	F	F	F	C	2013-04-01
4Q1N.	00	Rhein level	XaaFP	Yaw7U	Rhein level	1006341000000104	2551381000000113	Rhein level			T	T	F	T	T	F	F	F	C	2013-04-01
4Q1P.	00	Zonisamide level	Xaa9K	Yaw2c	Zonisamide level	997781000000100	2576851000000115	Zonisamide level		Apr15: For deletion Oct15. Suitable sample types available	T	T	F	T	T	F	F	F	C	2013-04-01
4Q1Q.	00	Pethidine level	XaaGR	Yaw8l	Pethidine level	1030451000000102	2596911000000116	Pethidine level		Deleted Oct 14. Use 44uq. Serum pethidine conc	T	T	F	T	T	F	F	F	D	2013-04-01
4Q2G0	00	Allo-tetrahydrocortisol level	XaaDc	Yaw5w	Allo-tetrahydrocortisol level	998111000000107	2555481000000118	Allo-tetrahydrocortisol level			T	T	F	T	T	F	F	F	C	2013-04-01
4Q721	00	Calcium adjusted level	XaZyY	YavsA	Calcium adjusted level	998341000000105	2572771000000115	Calcium adjusted level		New Harmony compliant code to replace 44IC. Corrected serum calcium level.  44IC. to be deleted October 2013. 10/13: 44IC. retained pending analyte review.	T	T	F	T	T	F	F	F	C	2013-04-01
4QA2.	00	Behenic acid level	XaaDh	Yaw61	Behenic acid level	998121000000101	2569281000000114	Behenic acid level			T	T	F	T	T	F	F	F	C	2013-04-01
4QA3.	00	Eicosatrienoic acid level	XaaEb	Yaw6q	Eicosatrienoic acid level	1002551000000106	2584671000000112	Eicosatrienoic acid level			T	T	F	T	T	F	F	F	C	2013-04-01
4QA4.	00	Essential fatty acids profile	XaaF7	Yaw7J	Essential fatty acids profile	1005941000000109	2577941000000113	Essential fatty acids profile			T	T	T	T	T	F	F	F	C	2013-04-01
4QA5.	00	Heptacosanoic acid level	XaaFS	Yaw7l	Heptacosanoic acid level	998371000000104	2559971000000111	Heptacosanoic acid level			T	T	F	T	T	F	F	F	C	2013-04-01
4QA6.	00	Lignoceric acid level	XaaFU	Yaw7m	Lignoceric acid level	998401000000102	2576941000000110	Lignoceric acid level			T	T	F	T	T	F	F	F	C	2013-04-01
4QA7.	00	Linoleic acid level	XaaFV	Yaw7n	Linoleic acid level	998391000000100	2555521000000118	Linoleic acid level			T	T	F	T	T	F	F	F	C	2013-04-01
4QA8.	00	Octacosanoic acid level	XaaFW	Yaw7o	Octacosanoic acid level	998381000000102	2576931000000118	Octacosanoic acid level			T	T	F	T	T	F	F	F	C	2013-04-01
4QAA.	00	Tricosanoic acid level	XaaFe	Yaw7u	Tricosanoic acid level	998411000000100	2576951000000113	Tricosanoic acid level			T	T	F	T	T	F	F	F	C	2013-04-01
682C.	00	Norovirus screening test	Xaa5b	Yavys	Norovirus screening test	1000311000000103	2571681000000115	Norovirus screening test			T	T	T	F	T	F	T	T	C	2013-04-01
42MB0	00	NK (bright) cell absolut count	XaaJk	YawBl	NK (bright) cell absolut count	1004321000000102	2584941000000111	Natural killer (bright) cell absolute count			T	T	F	T	T	F	F	F	C	2013-10-01
42MB1	00	NK (dim) cell absolute count	XaaJl	YawBm	NK (dim) cell absolute count	1004311000000108	2561261000000118	Natural killer (dim) cell absolute count			T	T	F	T	T	F	F	F	C	2013-10-01
42MB2	00	NK (bright) cell percnt lymcyt	XaaJp	YawBq	NK (bright) cell percnt lymcyt	1004251000000104	2560661000000110	Natural killer (bright) cell percentage of lymphocytes			T	T	F	T	T	F	F	F	C	2013-10-01
42MB3	00	NK (dim) cell percnt lymphocyt	XaaJo	YawBp	NK (dim) cell percnt lymphocyt	1004361000000105	2561271000000113	Natural killer (dim) cell percentage of lymphocytes			T	T	F	T	T	F	F	F	C	2013-10-01
42ju.	00	APTR ActinFSL phsphlip correct	Xaafm	YawVC	APTR ActinFSL phsphlip correct	1002321000000105	2563981000000115	Activated partial thromboplastin time ratio using Actin FSL and phospholipid correction			T	T	F	F	T	T	F	F	C	2013-10-01
43Wi5	00	rCor a1 hazelnut IgE Ab level	XaaOT	YawFu	rCor a1 hazelnut IgE Ab level	999831000000104	2563711000000113	Recombinant Cor a 1 hazelnut specific IgE antibody level			T	T	F	T	T	F	F	T	C	2013-10-01
43Wi6	00	rCor a8 hazelnut IgE Ab level	XaaOU	YawFv	rCor a8 hazelnut IgE Ab level	999841000000108	2571551000000110	Recombinant Cor a 8 hazelnut specific IgE antibody level			T	T	F	T	T	F	F	T	C	2013-10-01
43Wi7	00	Bromelin specific IgE Ab level	XaaQP	YawHl	Bromelin specific IgE Ab level	998131000000104	2555491000000116	Bromelin specific IgE antibody level			T	T	F	T	T	F	F	T	C	2013-10-01
43ZD0	00	HLA-DR+ percent lymphcyt/blast	Xaag4	YawVU	HLA-DR+ percent lymphcyt/blast	1000321000000109	2572961000000112	HLA-DR+ percentage of lymphocytes/blast cells			T	T	F	T	T	F	F	F	C	2013-10-01
43a60	00	Anti-amphiphysin IgG Ab level	XaaQ6	YawHS	Anti-amphiphysin IgG Ab level	1004351000000107	2573431000000115	Anti-amphiphysin IgG antibody level			T	T	F	T	T	F	T	T	C	2013-10-01
43a61	00	Anti-CV2 IgG antibody level	XaaQ7	YawHT	Anti-CV2 IgG antibody level	1004301000000106	2584931000000119	Anti-CV2 IgG antibody level			T	T	F	T	T	F	T	T	C	2013-10-01
43a62	00	Anti-PNMA2 IgG antibody level	XaaQB	YawHU	Anti-PNMA2 IgG antibody level	1004341000000109	2556241000000117	Paraneoplastic Ma antigen 2 IgG antibody level			T	T	F	T	T	F	T	T	C	2013-10-01
43bH0	00	TB test ELISA IFN-gamma assay	XaaaV	YawRC	TB test ELISA IFN-gamma assay	998081000000104	2555471000000115	Tuberculosis test by ELISA (enzyme linked immunoabsorbant assay) interferon-gamma release assay			T	T	F	T	T	F	T	T	C	2013-10-01
43sL.	00	CD138+ percent nucleated cells	XaaQ5	YawHR	CD138+ percent nucleated cells	1000331000000106	2584291000000113	CD138+ percentage of nucleated cells			T	T	F	T	T	F	F	F	C	2013-10-01
44AT.	00	Plasma renin activity	Xaagr	YawWH	Plasma renin activity	999861000000109	2571561000000113	Plasma renin activity			T	T	F	T	T	F	F	F	C	2013-10-01
44lzV	00	Phenylalanine/tyrosine ratio	XaaJj	YawBk	Phenylalanine/tyrosine ratio	999821000000101	2555721000000111	Phenylalanine/tyrosine ratio		Update Apr15: For deletion Oct15, use 44lzZ Pl phenylalanin:tyrosine ratio	T	T	F	F	T	T	F	F	C	2013-10-01
44lzW	00	AST/ALT ratio	XaaLF	YawDF	AST/ALT ratio	1002541000000108	2556061000000110	Aspartate aminotransferase/alanine aminotransferase ratio			T	T	F	F	T	T	F	F	C	2013-10-01
4JRM.	00	Serratia screening	XaaQk	YawI5	Serratia screening	998451000000101	2563531000000114	Serratia screening			T	T	T	T	T	F	T	T	C	2013-10-01
4L4F.	00	Mitochond 1555A>G mutat analys	XaaNN	YawF3	Mitochond 1555A>G mutat analys	1006111000000102	2585171000000118	Mitochondrial 1555A>G mutation analysis			T	T	T	F	T	F	T	T	C	2013-10-01
42R80	00	Se unsat iron binding capacity	XabAY	Yawyg	Se unsat iron binding capacity	1000501000000109	2572991000000118	Serum unsaturated iron binding capacity			T	T	F	T	T	F	F	F	C	2014-04-01
42T4.	00	Se holotranscobalamin conc	XabAp	Yawys	Se holotranscobalamin conc	998461000000103	2559991000000110	Serum holotranscobalamin concentration			T	T	F	T	T	F	F	F	C	2014-04-01
43GT0	00	Se cardiolipin IgG Ab level	43G9.	Yax2V	Se cardiolipin IgG Ab level	1000591000000102	2560251000000110	Serum cardiolipin IgG antibody level			T	T	F	T	T	F	T	T	C	2014-04-01
43GT1	00	Se cardiolipin IgM Ab level	43G8.	Yax2a	Se cardiolipin IgM Ab level	1000581000000104	2584341000000110	Serum cardiolipin IgM antibody level			T	T	F	T	T	F	T	T	C	2014-04-01
43GT2	00	Se cardiolipin IgA Ab level	XabFX	Yax2c	Se cardiolipin IgA Ab level	1000571000000101	2571721000000110	Serum cardiolipin IgA antibody level			T	T	F	T	T	F	T	T	C	2014-04-01
43Gd0	00	Se thyroid peroxidase Ab conc	XabCy	Yax0i	Se thyroid peroxidase Ab conc	1004401000000101	2560701000000116	Serum thyroid peroxidase antibody concentration			T	T	F	T	T	T	F	T	C	2014-04-01
43Wi8	00	rApi m1 honey bee IgE Ab level	Xaarv	Yawg5	rApi m1 honey bee IgE Ab level	1000341000000102	2563761000000110	Recombinant Api m 1 honey bee specific IgE antibody level			T	T	F	T	T	F	T	T	C	2014-04-01
43Wi9	00	rPru p1 peach IgE Ab level	XaasA	YawgI	rPru p1 peach IgE Ab level	1003771000000100	2584821000000114	Recombinant Pru p 1 peach specific IgE antibody level			T	T	F	T	T	F	T	T	C	2014-04-01
43WiA	00	rBet v1 birch IgE Ab level	XaasE	YawgK	rBet v1 birch IgE Ab level	1006401000000107	2578001000000112	Recombinant Bet v 1 birch specific IgE antibody level			T	T	F	T	T	F	T	T	C	2014-04-01
43WiB	00	rBet v2 birch IgE Ab level	XaasK	YawgR	rBet v2 birch IgE Ab level	1005891000000105	2564451000000115	Recombinant Bet v 2 birch specific IgE antibody level			T	T	F	T	T	F	T	T	C	2014-04-01
43WiC	00	Fire ant specific IgE Ab level	XaasL	YawgT	Fire ant specific IgE Ab level	1004481000000106	2556251000000119	Fire ant specific IgE antibody level			T	T	F	T	T	F	T	T	C	2014-04-01
43WiD	00	Cardamom specific IgE Ab level	Xaatl	YawiX	Cardamom specific IgE Ab level	1005881000000108	2556461000000117	Cardamom specific IgE antibody level			T	T	F	T	T	F	T	T	C	2014-04-01
43WiE	00	rVes v5 cm wasp spec IgE Ab lv	Xaauj	YawjV	rVes v5 cm wasp spec IgE Ab lv	1005871000000106	2564441000000118	Recombinant Ves v 5 common wasp specific IgE antibody level			T	T	F	T	T	F	T	T	C	2014-04-01
43WiF	00	Anise specific IgE Ab level	Xaauk	YawjW	Anise specific IgE Ab level	1005861000000104	2585161000000113	Anise specific IgE antibody level			T	T	F	T	T	F	T	T	C	2014-04-01
43WiG	00	Grass mix specifc IgE Ab level	Xaaul	YawjX	Grass mix specifc IgE Ab level	1005851000000102	2585811000000119	Grass mix specific IgE antibody level			T	T	F	T	T	F	T	T	C	2014-04-01
43WiH	00	Herb mix specific IgE Ab level	Xaaup	YawjZ	Herb mix specific IgE Ab level	1005841000000100	2585801000000116	Herb mix specific IgE antibody level			T	T	F	T	T	F	T	T	C	2014-04-01
43Z22	00	Se prostate specific Ag level	XabAM	YawyV	Se prostate specific Ag level	1000381000000105	2607641000000116	Serum PSA (prostate specific antigen) level			T	T	T	T	T	T	F	T	C	2014-04-01
43ZB0	00	Se free prostate specif Ag lev	XabAN	YawyW	Se free prostate specif Ag lev	1000481000000100	2607601000000119	Serum free PSA (prostate specific antigen) level			T	T	F	T	T	T	F	T	C	2014-04-01
43ZC0	00	Se free:total PSA ratio	XabAO	YawyX	Se free:total PSA ratio	1000491000000103	2607611000000117	Serum free:total PSA (prostate specific antigen) ratio			T	T	F	T	T	T	F	T	C	2014-04-01
43j00	00	Cytomegalovirus NADA	Xab7Z	Yaww2	Cytomegalovirus NADA	1030491000000105	2595371000000119	Cytomegalovirus nucleic acid detection assay		Deleted Oct 14. Replaced by 43j01 Cytomegalovirus deoxyribonucleic acid detection assay	T	T	T	T	T	T	T	T	D	2014-04-01
43j12	00	Chlamydia trachomatis NADA	Xab7Y	Yaww1	Chlamydia trachomatis NADA	998611000000102	2560031000000112	Chlamydia trachomatis nucleic acid detection assay			T	T	F	T	T	F	F	F	C	2014-04-01
43j20	00	B. burgdorf NADA	Xab71	YawvT	B. burgdorf NADA	998621000000108	2576981000000119	Borrelia burgdorferi nucleic acid detection assay			T	T	T	T	T	T	T	T	C	2014-04-01
43j30	00	Dengue NADA	Xab7c	Yaww5	Dengue NADA	1030501000000104	2595391000000115	Dengue nucleic acid detection assay		Deleted Oct 14. Replaced by 43j31 Dengue virus ribonucleic acid detection assay	T	T	T	T	T	T	T	T	D	2014-04-01
43j40	00	Hantavirus NADA	Xab7n	YawwG	Hantavirus NADA	1031931000000105	2595421000000114	Hantavirus nucleic acid detection assay		Deleted Oct 14. Replaced by 43j41 Hantavirus ribonucleic acid detection assay	T	T	T	T	T	T	T	T	D	2014-04-01
43j50	00	Hepatitis C NADA	Xab7q	YawwJ	Hepatitis C NADA	1030511000000102	2595451000000116	Hepatitis C nucleic acid detection assay		Deleted Oct 14. Replaced by 43q.. Hepatitis C virus RNA assay	T	T	T	T	T	T	T	T	D	2014-04-01
43j60	00	Herpes simplex NADA	Xab7K	Yawvm	Herpes simplex NADA	1030521000000108	2605041000000116	Herpes simplex nucleic acid detection assay		Deleted Oct 14. Replaced by 43j61 Herpes simplex deoxyribonucleic acid detection assay	T	T	T	T	T	T	T	T	D	2014-04-01
43j70	00	HIV 1 NADA	Xab7y	YawwR	HIV 1 NADA	1008351000000102	2551681000000118	HIV (human immunodeficiency virus) 1 ribonucleic acid detection assay		Deleted Oct 14. Replaced by 43j72 HIV 1 ribonucleic acid detection assay	T	T	T	T	T	T	T	T	D	2014-04-01
43j80	00	HTLV 1 NADA	Xab7z	YawwS	HTLV 1 NADA	1008331000000109	2573951000000119	HTLV 1 (human T-lymphotropic virus 1) RNA (ribonucleic acid) detection assay		Deleted Oct 14. Replaced by 43j82 HTLV 1 ribonucleic acid detection assay	T	T	T	T	T	T	T	T	D	2014-04-01
43j90	00	Meningococcal NADA	Xab8B	Yawwd	Meningococcal NADA	998641000000101	2560041000000115	Meningococcal nucleic acid detection assay			T	T	T	T	T	T	T	T	C	2014-04-01
43jA0	00	Neisseria gonorrhoeae NADA	Xab8G	Yawwi	Neisseria gonorrhoeae NADA	998651000000103	2571431000000116	Neisseria gonorrhoeae nucleic acid detection assay			T	T	T	T	T	T	T	T	C	2014-04-01
43jB0	00	Parvovirus B19 NADA	Xab7J	Yawvl	Parvovirus B19 NADA	1029341000000100	2605031000000113	Parvovirus B19 nucleic acid detection assay		Deleted Oct 14. Replaced by 43jB1 Parvovirus B19 deoxyribonucleic acid detection assay	T	T	T	T	T	T	T	T	D	2014-04-01
43jC0	00	Toxoplasma NADA	Xab9C	Yawxc	Toxoplasma NADA	998661000000100	2560051000000117	Toxoplasma nucleic acid detection assay			T	T	T	T	T	T	T	T	C	2014-04-01
43jE0	00	HTLV 2 NADA	Xab80	YawwT	HTLV 2 NADA	1008311000000101	2564731000000119	HTLV 2 (human T-lymphotropic virus 2) RNA (ribonucleic acid) detection assay		Deleted Oct 14. Replaced by 43jE2 HTLV 2 ribonucleic acid detection assay	T	T	T	T	T	T	T	T	D	2014-04-01
43jF0	00	Varicella zoster NADA	Xab7M	Yawvp	Varicella zoster NADA	1031821000000103	2605051000000118	Varicella zoster nucleic acid detection assay		Deleted Oct 14. Replaced by 43jF1 Varicella zoster deoxyribonucleic acid detection assay	T	T	F	T	T	T	T	T	D	2014-04-01
43jG0	00	Hepatitis B NADA	Xab7p	YawwI	Hepatitis B NADA	1031571000000101	2595441000000119	Hepatitis B nucleic acid detection assay		Deleted Oct 14. Replaced by 43jG1 Hepatitis B deoxyribonucleic acid detection assay	T	T	F	T	T	T	T	T	D	2014-04-01
43jH0	00	Aspergillus NADA	Xab7N	Yawvq	Aspergillus NADA	999711000000102	2584191000000115	Aspergillus nucleic acid detection assay			T	T	F	T	T	T	T	T	C	2014-04-01
43jJ0	00	Hepatitis D NADA	Xab7r	YawwK	Hepatitis D NADA	999731000000105	2584201000000118	Hepatitis D nucleic acid detection assay			T	T	F	T	T	T	F	T	C	2014-04-01
43jM0	00	Adenovirus NADA	Xab7Q	Yawvt	Adenovirus NADA	1031621000000104	2595311000000112	Adenovirus nucleic acid detection assay		Deleted Oct 14. Replaced by 43jM1 Adenovirus deoxyribonucleic acid detection assay	T	T	T	T	T	T	T	T	D	2014-04-01
43jN0	00	Arbovirus NADA	Xab6z	YawvR	Arbovirus NADA	1029451000000109	2605001000000119	Arbovirus nucleic acid detection assay		Deleted Oct 14. Replaced by 43jN1 Arbovirus ribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43jP0	00	Astrovirus NADA	Xab70	YawvS	Astrovirus NADA	1029461000000107	2605011000000117	Astrovirus nucleic acid detection assay		Deleted Oct 14. Replaced by 43jP1 Astrovirus ribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43jQ0	00	Avian influenza virus NADA	Xab7R	Yawvu	Avian influenza virus NADA	1031631000000102	2595321000000118	Avian influenza virus nucleic acid detection assay		Deleted Oct 14. Replaced by 43jQ1 Avian influenza virus ribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43jR0	00	BK virus NADA	Xab72	YawvU	BK virus NADA	1029471000000100	2605021000000111	BK virus nucleic acid detection assay		Deleted Oct 14. Replaced by 43jR1 BK polyomavirus deoxyribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
